track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Wolves Without Teeth,Of Monsters and Men,4,Beneath The Skin (Deluxe),2015-06-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.355,0.711,11,-6.13,0,0.0313,0.00117,0.000865,0.334,0.432,102.189,232973
Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,55,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,pop,dance pop,0.355,0.789,5,-4.358,0,0.165,0.0148,0,0.0355,0.169,80.444,237686
"This is Our Song - From ""Camp Rock 2: The Final Jam""",Demi Lovato,53,Camp Rock 2: The Final Jam,2010-01-01,post teen pop,pop,post-teen pop,0.356,0.611,7,-5.312,1,0.0357,0.0892,0,0.178,0.393,129.385,178200
Always Attract,You Me At Six,0,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,pop,post-teen pop,0.357,0.357,7,-7.597,1,0.0285,0.22,0,0.196,0.226,146.968,366027
The Consequence,You Me At Six,38,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.357,0.922,9,-5.735,1,0.111,0.00108,0.00431,0.632,0.205,159.929,266947
In the End (Lost Tapes),Rĥyksopp,45,In the End (Lost Tapes),2019-04-03,Electro Pop | Electropop,pop,electropop,0.357,0.544,7,-10.399,1,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721
Juke Box Hero,Foreigner,67,4 (Expanded),1981,Dr. Q's Prescription Playlist,pop,post-teen pop,0.357,0.653,9,-5.554,1,0.0654,0.0828,0,0.0844,0.522,176.647,259800
Hold on for Dear Life,Night Cap,34,Hold on for Dear Life,2019-12-01,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.358,0.644,0,-4.576,1,0.0397,0.0346,0,0.0845,0.205,104.817,224390
Say You Won't Let Go,James Arthur,85,Back from the Edge,2016-10-28,Post pop teen,pop,post-teen pop,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467
Say You Won't Let Go,James Arthur,85,Back from the Edge,2016-10-28,10er Playlist,pop,electropop,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467
Sweet Feet,You Me At Six,0,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,pop,post-teen pop,0.359,0.718,4,-2.182,1,0.0429,0.00315,7.5E-05,0.174,0.389,140.059,216347
Dark. Black. Heart.,Austin P. McKenzie,31,Nightshade,2019-12-13,The Edge of Indie Poptimism,pop,indie poptimism,0.36,0.221,2,-12.601,0,0.0345,0.798,3.73E-06,0.143,0.294,143.688,256895
Let You Down - Chris Royal Remix,Bombs Away,39,Let You Down (Remixes),2018-04-16,Pop Warmup 130 BPM,pop,dance pop,0.361,0.945,0,-5.219,0,0.111,0.00105,0.0342,0.0967,0.138,127.985,172500
Peace,Alison Wonderland,57,Peace,2019-04-04,2019 in Indie Poptimism,pop,indie poptimism,0.362,0.684,2,-5.174,0,0.0854,0.279,1.08E-05,0.165,0.389,85.201,177601
With You,Kaskade,71,With You,2019-06-14,Dance Pop,pop,dance pop,0.362,0.921,1,-3.815,0,0.486,0.123,0,0.19,0.529,172.191,180840
Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,75,Don't Let It Break Your Heart,2019-11-23,The Sound of Post-Teen Pop,pop,post-teen pop,0.362,0.708,10,-4.046,1,0.0672,0.0226,0,0.0873,0.513,166.31,196160
Punishment,Man Overboard,13,Man Overboard,2011-09-26,Pop Punk | Post-Hardcore,pop,post-teen pop,0.364,0.961,3,-3.678,1,0.0961,1.84E-05,0,0.268,0.441,160.179,172667
R.I.P. 2 My Youth,The Neighbourhood,1,R.I.P. 2 My Youth,2015-08-21,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.365,0.669,7,-5.635,0,0.0498,0.00231,0,0.117,0.204,94.669,205133
Audio,Sia,16,Audio,2018-05-10,ElectroPop 2020,pop,electropop,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51E-06,0.0862,0.372,89.998,203400
Pretty Genius,Charlee Remitz,32,Pretty Genius,2019-09-20,The Sound of Indie Poptimism,pop,indie poptimism,0.365,0.625,0,-8.41,1,0.0881,0.669,0.00251,0.084,0.205,137.527,278215
Warriors,Imagine Dragons,68,Smoke + Mirrors (Deluxe),2015-10-30,Post-Teen Pop,pop,post-teen pop,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,170067
"Denise, Donât Wanna See You Cry",Night Moves,33,Pennied Days,2016-03-25,Electropop And Play,pop,electropop,0.366,0.86,8,-4.922,0,0.0415,0.00769,0.767,0.124,0.286,137.427,229827
Demi Lovato Medley,Cimorelli,55,Demi Lovato Medley,2019-01-26,The Sound of Post-Teen Pop,pop,post-teen pop,0.367,0.635,1,-4.842,1,0.119,0.134,0,0.322,0.451,180.117,267153
Treehouse - R3HAB Remix,James Arthur,56,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,pop,dance pop,0.367,0.783,6,-4.504,1,0.154,0.00515,0,0.0545,0.289,88.013,192653
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,68,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,ELECTROPOP,pop,electropop,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,207273
Take Me Home,Bryce Vine,48,Lazy Fair,2014-04-15,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.368,0.896,5,-4.315,1,0.172,0.0516,0,0.141,0.69,88.493,230580
Dust,Hana Oceans,2,Dust,2015-06-30,Deep-deep Bubble Pop,pop,indie poptimism,0.369,0.246,10,-11.407,1,0.0284,0.917,1.9E-06,0.0996,0.269,86.627,175859
Surf Crazy Finale,Teen Beach Movie Cast,39,Teen Beach Movie,2013-01-01,post teen pop,pop,post-teen pop,0.369,0.96,9,-2.772,1,0.131,0.0663,0.0424,0.206,0.539,169.991,151893
Knowing,Davina Leone,13,Knowing,2019-11-29,TUNES DANCE AND POP,pop,dance pop,0.37,0.196,1,-15.067,1,0.0296,0.915,0.000116,0.147,0.215,35.477,61385
Corrupted by Design,Perturbator,40,New Model,2017-09-05,Electropop And Play,pop,electropop,0.37,0.792,7,-6.632,1,0.0396,0.0362,0.939,0.0931,0.0353,125.035,286784
Years,Alesso,59,Years,2012-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91E-06,0.174,0.323,128.008,195480
The Left Side of Everywhere,Sleeping With Sirens,42,With Ears To See And Eyes To Hear,2010-03-23,Pop Punk | Post-Hardcore,pop,post-teen pop,0.371,0.966,11,-4.797,1,0.105,1.01E-05,0,0.735,0.413,180.04,179133
Oceans,Seafret,64,Tell Me It's Real (Deluxe),2016-01-29,Indie Poptimism,pop,indie poptimism,0.372,0.462,9,-9.1,0,0.0317,0.267,9.91E-06,0.101,0.176,129.026,215440
Godzilla,Blue yster Cult,62,Spectres,1977,Dr. Q's Prescription Playlist,pop,post-teen pop,0.373,0.869,4,-7.719,1,0.0554,0.164,7.76E-06,0.605,0.696,184.024,221400
Shut Up Kiss Me,Angel Olsen,64,MY WOMAN,2016-09-02,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.373,0.63,7,-5.131,1,0.0461,0.0552,0,0.107,0.352,115.942,202200
The Rumour,You Me At Six,0,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,pop,post-teen pop,0.375,0.765,10,-4.711,0,0.102,0.0018,0.000264,0.0873,0.166,131.968,316360
From Finner,Of Monsters and Men,45,My Head Is An Animal,2012-01-01,indie poptimism,pop,indie poptimism,0.375,0.657,8,-6.661,0,0.0251,0.0161,0.00115,0.13,0.182,96.041,223440
Holocene,Bon Iver,70,Bon Iver,2011-06-21,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,336613
Stay My Baby,Miranda Cosgrove,34,iCarly - Music From and Inspired by the Hit TV Show,2008,The Sound of Post-Teen Pop,pop,post-teen pop,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,0.689,177.895,185067
Her Grace,Maverick Sabre,38,Her Grace,2018-12-07,Indie/Jazz Poptimism,pop,indie poptimism,0.376,0.681,6,-9.398,0,0.244,0.397,0,0.134,0.44,95.123,210500
Impossible,James Arthur,76,James Arthur (Deluxe),2013-11-01,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515,209440
Hard To Swallow,You Me At Six,37,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.377,0.866,2,-4.294,0,0.0397,0.000701,2.87E-05,0.129,0.586,145.913,204800
Alive,Dabin,50,Wild Youth,2019-03-22,2019 in Indie Poptimism,pop,indie poptimism,0.377,0.566,11,-6.173,1,0.044,0.134,0,0.135,0.222,154.875,365419
Shameless,Camila Cabello,73,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31E-05,0.174,0.0851,129.698,219742
More Than a Feeling,Boston,78,Boston,1976,Dr. Q's Prescription Playlist,pop,post-teen pop,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133
We Are Young (feat. Janelle MonĦe),fun.,75,Some Nights,2012-02-14,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627
We Are Young (feat. Janelle MonĦe),fun.,75,Some Nights,2012-02-14,This Is Janelle MonĦe,pop,electropop,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627
Wrong Direction,Hailee Steinfeld,79,Wrong Direction,2020-01-01,Intro to Post-Teen Pop,pop,post-teen pop,0.378,0.388,10,-9.017,1,0.036,0.472,0,0.157,0.188,72.293,248987
El Ritmo De La Selva,Fernando Garc­a Bar³,27,The Jungle Book 2 Original Soundtrack,2003-01-01,Post teen pop,pop,post-teen pop,0.379,0.502,10,-10.027,0,0.163,0.461,0,0.557,0.759,203.425,184920
Canci³n del encantamiento,Carmen L³pez,37,Enredados (Rapunzel) OST,2011-01-01,Post teen pop,pop,post-teen pop,0.379,0.00814,6,-21.447,1,0.0367,0.962,0,0.128,0.512,88.389,54453
Top of the World - Erlandsson Remix,Vide,46,Top of the World (The Remixes),2020-01-03,Pop / Dance,pop,dance pop,0.379,0.565,1,-8.06,1,0.0415,0.586,0,0.103,0.385,86.008,172500
Ambrosia,TIMIAN,34,Ambrosia,2019-11-14,The Edge of Indie Poptimism,pop,indie poptimism,0.38,0.333,9,-10.511,0,0.0354,0.709,0.000766,0.365,0.0377,110.298,270545
You Kill Me (In a Good Way),Sleeping With Sirens,45,With Ears To See And Eyes To Hear,2010-03-23,Pop Punk | Post-Hardcore,pop,post-teen pop,0.38,0.907,3,-5.052,0,0.062,6.09E-05,0,0.103,0.608,155.017,222120
American Idiot,Green Day,78,American Idiot,2004-09-21,Dr. Q's Prescription Playlist,pop,post-teen pop,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,176346
Samurai,Vanic,47,Samurai,2016-09-16,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.381,0.668,1,-4.328,0,0.0326,0.00457,0,0.0877,0.104,75.004,201600
Underdog,You Me At Six,55,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.381,0.961,1,-3.614,1,0.0868,0.000949,0.000294,0.0531,0.787,156.068,143080
Cecilia And The Satellite,Andrew McMahon in the Wilderness,60,Andrew McMahon In The Wilderness,2014-10-14,The Sound of Indie Poptimism,pop,indie poptimism,0.381,0.844,5,-7.123,1,0.144,0.0131,0,0.318,0.239,194,223880
Days Gone By,ANIMAL HACK,37,Days Gone By,2019-01-26,Best of 2019 Dance Pop: Japan,pop,dance pop,0.382,0.872,9,-4.185,0,0.215,0.0278,3.17E-06,0.129,0.399,70.944,197400
Captain Tyin Knots VS Mr Walkway (No Way),Sleeping With Sirens,38,With Ears To See And Eyes To Hear,2010-03-23,Pop Punk | Post-Hardcore,pop,post-teen pop,0.382,0.941,9,-5.427,1,0.163,1.45E-05,0,0.225,0.466,178.062,202960
The Sinner,Isaac Delusion,49,Rust & Gold,2017-04-07,Music&Other Drugs,pop,indie poptimism,0.382,0.657,10,-4.867,1,0.0329,0.11,0.00037,0.103,0.372,182.141,263453
Downtown,Majical Cloudz,53,Are You Alone?,2015-10-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.382,0.283,6,-9.357,1,0.0292,0.786,0.00478,0.111,0.0441,95.3,249063
Love You Forever,Nicky Romero,61,Love You Forever,2019-06-21,Cardio,pop,dance pop,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24E-05,0.108,0.151,127.816,234609
Autumn,Sparks The Rescue,0,Eyes To The Sun,2009-09-28,Pop Punk | Post-Hardcore,pop,post-teen pop,0.383,0.893,2,-3.266,1,0.0603,0.000446,0,0.329,0.421,174.935,208680
Cool Blue,The Japanese House,0,Cool Blue,2015-09-15,Indie Poptimism!,pop,indie poptimism,0.383,0.569,0,-10.407,1,0.055,0.883,0.106,0.124,0.524,180.036,231364
Bad Liar,Imagine Dragons,13,Bad Liar,2018-11-06,Electropop 2019,pop,electropop,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773
Tell Me,Rich Edwards,30,Tell Me,2018-09-21,Pop Dance Hits,pop,dance pop,0.383,0.617,1,-8.23,0,0.0429,0.00616,0,0.109,0.342,90.015,204667
Each Time You Fall in Love,Cigarettes After Sex,38,Each Time You Fall in Love,2017-05-16,Music&Other Drugs,pop,indie poptimism,0.383,0.534,10,-8.829,1,0.0277,0.468,0.676,0.14,0.276,76.046,290160
Let It All Go,Birdy,66,Let It All Go,2015-08-06,Deep-deep Bubble Pop,pop,indie poptimism,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,280757
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,72,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",2015-04-14,The Sound of Post-Teen Pop,pop,post-teen pop,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21E-06,0.11,0.48,147.625,208667
Bad Liar,Imagine Dragons,83,Origins (Deluxe),2018-11-09,indie poptimismşğ,pop,indie poptimism,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773
The Weight,Mavrick,0,The Weight,2016-08-31,Deep-deep Bubble Pop,pop,indie poptimism,0.384,0.577,0,-5.835,1,0.05,0.267,0.000426,0.0761,0.636,78.236,232760
Here I Go Again 87 - 2017 Remastered Version,Whitesnake,19,Whitesnake (30th Anniversary Remaster),1987,Dr. Q's Prescription Playlist,pop,post-teen pop,0.384,0.846,7,-5.591,1,0.0365,0.151,7.73E-05,0.0913,0.272,90.172,275693
Love Me,Jane X,39,Love Me,2016-11-11,Indie Poptimism,pop,indie poptimism,0.384,0.765,1,-1.826,1,0.0522,0.602,0.000266,0.197,0.429,83.454,211088
Sunflower,Rex Orange County,79,Sunflower,2017-03-22,indie poptimism,pop,indie poptimism,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231
EstĦ en Tus Manos,Javiera Mena,0,Esquemas Juveniles,2006-10-05,This Is: Javiera Mena,pop,electropop,0.385,0.203,4,-12.111,0,0.0358,0.94,0.022,0.071,0.0698,147.179,377747
Cerca,Javiera Mena,26,Espejo,2018-04-27,This Is: Javiera Mena,pop,electropop,0.385,0.643,7,-6.905,1,0.0401,0.223,5.19E-06,0.26,0.13,79.508,224040
push pull,Purity Ring,0,push pull,2014-12-04,Indie Poptimism!,pop,indie poptimism,0.386,0.708,5,-8.173,1,0.0489,0.00287,2.26E-05,0.245,0.0858,110.354,207810
What About Us,P!nk,65,What About Us,2017-08-10,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.386,0.594,1,-6.186,1,0.0565,0.0254,3.03E-06,0.0873,0.187,113.843,271520
Room for Two,Moe Aly,38,Room for Two,2019-08-09,Pop / Dance,pop,dance pop,0.387,0.693,10,-7.865,0,0.0589,0.182,0,0.171,0.287,149.187,201612
If You Run,You Me At Six,0,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,pop,post-teen pop,0.388,0.934,5,-3.349,1,0.0669,0.00212,0.0454,0.235,0.435,166.023,238467
Summer Lover,Cub Sport,42,Cub Sport,2019-01-18,POPTIMISM,pop,indie poptimism,0.388,0.348,3,-8.985,1,0.0301,0.769,2.44E-06,0.134,0.132,114.763,136853
Faded - Dash Berlin Remix,Alan Walker,2,Faded (Remixes),2016-04-29,ELECTROPOP,pop,electropop,0.389,0.915,6,-3.261,1,0.0456,0.000752,0.0133,0.122,0.0943,127.984,215307
I'm Not Part of Me,Cloud Nothings,44,Here and Nowhere Else,2014-04-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.389,0.955,1,-4.962,1,0.0599,0.0524,0.652,0.0815,0.431,86.927,275309
Nadir,TENDER,48,Modern Addiction,2017-09-01,Music&Other Drugs,pop,indie poptimism,0.389,0.757,9,-5.576,0,0.0497,0.0349,0.132,0.0861,0.509,96.98,241947
Daydream,Eli Way,56,Chillhop Essentials Spring 2019,2019-03-20,Indie/Jazz Poptimism,pop,indie poptimism,0.389,0.518,0,-11.343,0,0.0571,0.00861,0.275,0.144,0.44,90.017,224000
Bridges,Broods,56,Evergreen,2014-01-01,Indie Poptimism,pop,indie poptimism,0.389,0.634,4,-6.362,0,0.137,0.017,0,0.101,0.27,169.539,191808
I'll Be Good,Jaymes Young,65,Feel Something,2017-06-23,Intro to Indie Poptimism,pop,indie poptimism,0.389,0.277,7,-10.757,1,0.0323,0.698,0,0.0966,0.125,89.32,247347
Pobres almas sin sol,Helen Quiroga,26,La Sirenita (Banda Sonora Original),2002-01-01,Post teen pop,pop,post-teen pop,0.39,0.424,0,-9.336,1,0.124,0.785,0,0.167,0.508,70.114,289947
Don't Be So Hard,The Audition,29,Controversy Loves Company,2005,Pop Punk | Post-Hardcore,pop,post-teen pop,0.39,0.917,6,-3.722,1,0.0745,0.00146,3.9E-06,0.129,0.458,169.952,194280
Bloodbuzz Ohio,The National,47,High Violet,2010-05-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.39,0.834,9,-6.367,1,0.0444,0.0554,0.18,0.103,0.684,157.077,275933
Dissolve Me,alt-J,50,An Awesome Wave,2012-05-28,Indie/Jazz Poptimism,pop,indie poptimism,0.39,0.618,2,-8.14,1,0.0409,0.0914,0.0594,0.0835,0.115,105.585,239013
Video Games - Remastered,Lana Del Rey,55,Born To Die,2012-01-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.39,0.255,6,-9.676,0,0.0299,0.806,1.14E-06,0.0887,0.179,122.056,281947
Hard to Say I'm Sorry / Get Away - 2005 Remaster,Chicago,49,Love Songs,2005-01-25,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.391,0.543,4,-7.765,1,0.0371,0.137,0.000364,0.0856,0.238,144.552,305960
Devil Eyes,Hippie Sabotage,81,Providence,2016-02-05,Electropop,pop,electropop,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272
TO-KE-TE,HAN-KUN,34,TO-KE-TE,2019-12-16,Dance Pop: Japan,pop,dance pop,0.392,0.891,11,-2.746,0,0.059,0.0236,0,0.281,0.45,89.952,214627
Take Me Out,Young Summer,36,Take Me Out,2019-10-18,The Sound of Indie Poptimism,pop,indie poptimism,0.392,0.135,7,-16.906,0,0.0366,0.906,3.61E-06,0.364,0.0683,127.951,221063
Safer To Hate Her,You Me At Six,38,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.392,0.855,2,-4.742,1,0.0652,0.000713,7.4E-06,0.196,0.456,74.995,198467
All That She Wants,Campsite Dream,50,All That She Wants,2020-01-10,Dance Pop Tunes,pop,dance pop,0.392,0.652,1,-4.341,0,0.163,0.42,0.000477,0.0929,0.55,201.948,139405
Habits of My Heart - EP Version,Jaymes Young,66,Habits Of My Heart EP,2014-09-28,Indie Poptimism,pop,indie poptimism,0.392,0.498,9,-7.63,0,0.117,0.665,0.000118,0.34,0.59,72.048,210639
Play That Song,Train,4,Play That Song,2016,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.393,0.825,3,-1.746,1,0.06,0.0238,2.95E-06,0.0951,0.544,99.188,241360
"Mucho mĦs allĦ - De ""Frozen 2""",David Bisbal,57,"Mucho mĦs allĦ (De ""Frozen 2"")",2019-11-08,Todo xitos,pop,dance pop,0.393,0.757,8,-5.825,1,0.0961,0.465,0,0.0965,0.444,117.676,190467
Looking For Sunshine - Original Mix,Yeah Boy,23,Wildfire,2015-07-31,Indie Poptimism!,pop,indie poptimism,0.394,0.301,0,-9.267,0,0.152,0.793,0.00106,0.0934,0.0576,81.205,202652
sickly sweet,iiola,31,sickly sweet,2018-07-06,Music&Other Drugs,pop,indie poptimism,0.394,0.331,10,-11.762,1,0.0802,0.29,1.35E-05,0.109,0.154,106.532,197708
Tubthumping,Chumbawamba,53,Playlist: 90s Pop,2008-04-28,90s Dance Hits,pop,dance pop,0.394,0.944,2,-8.082,1,0.181,0.0906,0,0.473,0.616,207.687,234133
A Big World,Joel Adams,65,A Big World,2019-03-01,2019 in Indie Poptimism,pop,indie poptimism,0.394,0.505,7,-7.638,1,0.0473,0.312,0,0.268,0.255,109.446,186681
Too Little Too Late - 2018,JoJo,66,The High Road (2018),2018-12-20,The Sound of Post-Teen Pop,pop,post-teen pop,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,223533
Everyday,A$AP Rocky,74,AT.LONG.LAST.A$AP,2015-05-26,Electropop,pop,electropop,0.394,0.661,4,-8.684,1,0.193,0.0101,0,0.343,0.335,149.822,260987
Centuries,Fall Out Boy,79,American Beauty/American Psycho,2015-01-20,Dr. Q's Prescription Playlist,pop,post-teen pop,0.394,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.044,228360
Chainsmoking,Jacob Banks,3,The Boy Who Cried Freedom,2017-04-20,Music&Other Drugs,pop,indie poptimism,0.395,0.665,6,-4.031,0,0.0897,0.557,0,0.117,0.597,131.688,195133
Hallucinations - Acoustic,PVRIS,52,Hallucinations (Acoustic),2020-01-10,The Pulse of Indie Poptimism,pop,indie poptimism,0.395,0.432,11,-4.923,0,0.0303,0.841,7.08E-05,0.0927,0.32,90.542,272366
Right Here Waiting,Richard Marx,75,Repeat Offender,1989-01-01,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,264333
Dammit,blink-182,3,Dude Ranch,1997-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.396,0.968,0,-5.069,1,0.101,0.00171,0,0.162,0.404,109.096,165373
Damn That Valley,U.S. Girls,40,Half Free,2015-09-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.396,0.887,9,-3.682,1,0.0563,5.1E-05,0.354,0.351,0.253,175.919,190387
Work It Out,Knox Hamilton,48,The Heights,2017-03-10,The Sound of Indie Poptimism,pop,indie poptimism,0.396,0.818,8,-4.306,0,0.0352,0.0112,1.98E-06,0.199,0.359,162.061,206520
Dreams,Keo Nozari,27,Headspace,2019-06-11,TUNES DANCE AND POP,pop,dance pop,0.397,0.694,8,-9.638,1,0.331,0.0476,0,0.746,0.576,87.576,237255
"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,37,Anywhere But Here,2009-10-05,Pop Punk | Post-Hardcore,pop,post-teen pop,0.397,0.974,1,-3.149,1,0.325,0.000137,0,0.255,0.357,164.759,218133
Can't Live without Your Love,Janelle MonĦe,37,The Electric Lady,2013-09-06,This Is Janelle MonĦe,pop,electropop,0.397,0.506,6,-8.227,0,0.113,0.792,0.000151,0.158,0.388,85.915,234480
If You Can't Hang,Sleeping With Sirens,65,Let's Cheers To This,2011-05-10,Pop Punk | Post-Hardcore,pop,post-teen pop,0.397,0.975,2,-3.532,0,0.365,0.00152,0,0.118,0.451,192.021,250240
What's My Age Again?,blink-182,13,Enema Of The State,1999-01-01,Pop Punk | Post-Hardcore,pop,post-teen pop,0.398,0.954,6,-7.373,1,0.0715,0.0133,0.000218,0.0891,0.433,157.766,148573
Destroy Me,Unter Null,24,The Failure Epiphany,2005-11-28,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.398,0.745,8,-9.828,1,0.0443,0.000948,0.0031,0.123,0.0913,126.97,221693
Playing To Lose,Lemaitre,28,Afterglow,2016-10-07,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.398,0.726,7,-4.048,1,0.0417,0.131,0,0.251,0.427,143.621,204267
Only Us,Paperwhite,43,Only Us,2017-05-11,The Sound of Indie Poptimism,pop,indie poptimism,0.398,0.73,1,-5.98,1,0.0671,0.00594,0.0257,0.0673,0.212,98.594,204000
Painkiller,DREAMERS,56,This Album Does Not Exist,2016-08-26,Indie Poptimism,pop,indie poptimism,0.398,0.92,2,-3.267,0,0.0491,0.00311,0.000531,0.108,0.226,200.131,202627
